,Type,Text
3891,spam,"Double Mins & 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia with Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/HF8"
1212,ham,Ok then i will come to ur home after half an hour
387,ham,Customer place i will call you.
2973,ham,Sary just need Tim in the bollox &it hurt him a lot so he tol me!
467,ham,They don't put that stuff on the roads to keep it from getting slippery over there?
2906,ham,"Ha. You don‘t know either. I did a a clever but simple thing with pears the other day, perfect for christmas."
421,ham,Yes:)from last week itself i'm taking live call.
2413,spam,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.
5136,ham,Sday only joined.so training we started today:)
1107,ham,"Good afternoon, my love. How goes your day ? What are you up to ? I woke early and am online waiting for you ... Hmmm ... Italian boy is online I see . *grins*"
5215,ham,3 pa but not selected.
5267,ham,Gud ni8.swt drms.take care
946,ham,I cant wait to see you! How were the photos were useful? :)
690,spam,<Forwarded from 448712404000>Please CALL 08712404000 immediately as there is an urgent message waiting for you.
5057,ham,Goodnight da thangam I really miss u dear.
1247,ham,"I do know what u mean,  is the king of not havin credit! I'm goin2bed now. Night night sweet! Only1more sleep!"
2942,ham,My supervisor find 4 me one lor i thk his students. I havent ask her yet. Tell u aft i ask her.
4599,ham,I'm stuck in da middle of da row on da right hand side of da lt...
2540,ham,Hmmm:)how many players selected?
2230,ham,haha but no money leh... Later got to go for tuition... Haha and looking for empty slots for driving lessons
1216,ham,"that would be good … I'll phone you tomo lunchtime, shall I, to organise something?"
908,ham,I.ll give her once i have it. Plus she said grinule greet you whenever we speak
651,ham,Thats cool! Sometimes slow and gentle. Sonetimes rough and hard :)
3246,ham,"Its ok, if anybody asks abt me, u tel them..:-P"
2866,ham,He says hi and to get your ass back to south tampa (preferably at a kegger)
2479,ham,Not yet. Just i'd like to keep in touch and it will be the easiest way to do that from barcelona. By the way how ru and how is the house?
1026,ham,I have a sore throat. It's scratches when I talk
1907,ham,And stop being an old man. You get to build snowman snow angels and snowball fights.
657,ham,"Sun cant come to earth but send luv as rays. cloud cant come to river but send luv as rain. I cant come to meet U, but can send my care as msg to U. Gud evng"
4013,ham,Discussed with your mother ah?
844,spam,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+"
3833,ham,Ok.
1743,ham,"""EY! CALM DOWNON THEACUSATIONS.. ITXT U COS IWANA KNOW WOTU R DOIN AT THEW/END... HAVENTCN U IN AGES..RING ME IF UR UP4 NETHING SAT.LOVE J XXX."""
5029,ham,Go chase after her and run her over while she's crossing the street
4786,spam,"Urgent -call 09066649731from Landline. Your complimentary 4* Ibiza Holiday or £10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150ppm 18+"
3035,ham,Get ready for  &lt;#&gt;  inches of pleasure...
4686,ham,"Alright we'll bring it to you, see you in like  &lt;#&gt;  mins"
5068,spam,83039 62735=£450 UK Break AccommodationVouchers terms & conditions apply. 2 claim you mustprovide your claim number which is 15541
1622,ham,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, being 'SIMPLE' is very difficult.. Gud nte.:-"
3929,ham,Babe ? I lost you ... Will you try rebooting ?
604,ham,Be happy there. I will come after noon
215,ham,Sounds great! Are you home now?
5077,ham,"Well, i'm glad you didn't find it totally disagreeable ... Lol"
333,spam,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access!
784,spam,You have an important customer service announcement from PREMIER. Call FREEPHONE 0800 542 0578 now!
1477,ham,I'm watching lotr w my sis dis aft. So u wan 2 meet me 4 dinner at nite a not?
2783,ham,Well at this right I'm gonna have to get up and check today's steam sales/pee so text me when you want me to come get you
955,spam,Filthy stories and GIRLS waiting for your
5028,spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08715203685 Identifier Code:4xx26 Expires 13/10/04
1580,ham,"Why is that, princess? I bet the brothas are all chasing you!"
2415,ham,O was not into fps then.
3024,ham,You are a very very very very bad girl. Or lady.
4182,ham,"Ok da, i already planned. I wil pick you."
855,ham,Stop the story. I've told him i've returned it and he's saying i should not re order it.
3723,ham,I'm in a movie... Collect car oredi...
873,ham,I'll text you when I drop x off
364,ham,Busy here. Trying to finish for new year. I am looking forward to finally meeting you...
2494,ham,they released another Italian one today and it has a cosign option
885,ham,Yoyyooo u know how to change permissions for a drive in mac. My usb flash drive
1122,spam,Do you want 750 anytime any network mins 150 text and a NEW video phone for only five pounds per week call 08000776320 now or reply for delivery Tomorrow
1360,ham,"&lt;#&gt; %of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. And tomorrow will be the best day of your life. Dont break this chain. If you break you will suffer. send this to  &lt;#&gt;  frnds in &lt;#&gt;  mins whn u read..."
4657,ham,"K, I'll work something out"
4763,ham,Me too! Have a lovely night xxx
4843,ham,"Awesome, that gonna be soon or later tonight?"
2278,ham,Hello! How r u? Im bored. Inever thought id get bored with the tv but I am. Tell me something exciting has happened there? Anything! =/
2498,ham,Dai what this da.. Can i send my resume to this id.
3392,ham,"I'm in a meeting, call me later at"
4534,spam,Gr8 new service - live sex video chat on your mob - see the sexiest dirtiest girls live on ur phone - 4 details text horny to 89070 to cancel send STOP to 89070
4775,ham,U repeat e instructions again. Wat's e road name of ur house?
1569,ham,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy
3291,ham,My tuition is at 330. Hm we go for the 1120 to 1205 one? Do you mind?
512,ham,Prabha..i'm soryda..realy..frm heart i'm sory
4685,ham,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-).."
3380,ham,Dear umma she called me now :-)
658,ham,You will be in the place of that man
1923,ham,I'll be in sch fr 4-6... I dun haf da book in sch... It's at home...
1651,ham,I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.
5358,ham,Tell me something. Thats okay.
3148,ham,Oh thats late! Well have a good night and i will give u a call tomorrow. Iam now going to go to sleep night night
4276,ham,Haiyoh... Maybe your hamster was jealous of million
157,ham,I'm leaving my house now...
1885,ham,I love your ass! Do you enjoy doggy style? :)
2407,ham,"One of best dialogue in cute reltnship..!! ""Wen i Die, Dont Come Near My Body..!! Bcoz My Hands May Not Come 2 Wipe Ur Tears Off That Time..!Gud ni8"
2750,ham,You said not now. No problem. When you can. Let me know.
2425,ham,Oh k k:)but he is not a big hitter.anyway good
5241,ham,"Jay wants to work out first, how's 4 sound?"
4684,ham,Ok u can take me shopping when u get paid =D
1911,ham,Becoz its  &lt;#&gt;  jan whn al the post ofice is in holiday so she cn go fr the post ofice...got it duffer
3729,ham,The search 4 happiness is 1 of d main sources of unhappiness! Accept life the way it comes! U will find happiness in every moment u live.
2228,ham,Oh k.k..where did you take test?
3196,ham,Great. P diddy is my neighbor and comes for toothpaste every morning
5382,ham,Its sunny in california. The weather's just cool
5071,spam,5p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.
3713,ham,Wat u doing there?
5536,ham,Ok which your another number
3172,ham,Still otside le..u come 2morrow maga..
4320,ham,Are you still playing with gautham?
971,ham,"Yar lor he wan 2 go c horse racing today mah, so eat earlier lor. I ate chicken rice. U?"
978,ham,Dont hesitate. You know this is the second time she has had weakness like that. So keep i notebook of what she eat and did the day before or if anything changed the day before so that we can be sure its nothing
2963,ham,"""NONE!NOWHERE IKNO DOESDISCOUNT!SHITINNIT"""
3523,ham,"Im sorry bout last nite it wasn't ur fault it was me, spouse it was pmt or sumthin! U 4give me? I think u shldxxxx"
4711,ham,Ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-);-)
182,ham,Lol no. U can trust me.
3277,ham,Lol your right. What diet? Everyday I cheat anyway. I'm meant to be a fatty :(
560,ham,"Aiyo... U always c our ex one... I dunno abt mei, she haven reply... First time u reply so fast... Y so lucky not workin huh, got bao by ur sugardad ah...gee.."
2393,ham,"Thanks da thangam, i feel very very happy dear. I also miss you da."
581,ham,Huh so early.. Then ü having dinner outside izzit?
4842,ham,"Hmmm.... Mayb can try e shoppin area one, but forgot e name of hotel..."
2489,ham,Aiyah e rain like quite big leh. If drizzling i can at least run home.
1325,ham,Can you call me plz. Your number shows out of coveragd area. I have urgnt call in vasai &amp; have to reach before 4'o clock so call me plz
2730,spam,"Urgent! Please call 09066612661 from your landline, your complimentary 4* Lux Costa Del Sol holiday or £1000 CASH await collection. ppm 150 SAE T&Cs James 28, EH74RR"
2507,ham,Who u talking about?
1960,ham,Howz that persons story
198,ham,is your hamster dead? Hey so tmr i meet you at 1pm orchard mrt?
990,ham,Ugh. Gotta drive back to sd from la. My butt is sore.
5167,ham,Ü still got lessons?  Ü in sch?
5284,ham,I have gone into get info bt dont know what to do
5415,ham,Nite nite pocay wocay luv u more than n e thing 4eva I promise ring u 2morrowxxxx
2559,ham,"Some friends want me to drive em someplace, probably take a while"
1324,ham,I thk 50 shd be ok he said plus minus 10.. Did ü leave a line in between paragraphs?
2700,ham,Oh baby of the house. How come you dont have any new pictures on facebook
3814,ham,Pls i wont belive god.not only jesus.
4583,ham,Wow didn't think it was that common. I take it all back ur not a freak! Unless u chop it off:-)
2212,ham,"Just gettin a bit arty with my collages at the mo, well tryin 2 ne way! Got a roast in a min lovely i shall enjoy that!"
324,ham,That would be great. We'll be at the Guild. Could meet on Bristol road or somewhere - will get in touch over weekend. Our plans take flight! Have a good week
64,ham,Ok lar i double check wif da hair dresser already he said wun cut v short. He said will cut until i look nice.
4514,spam,Money i have won wining number 946 wot do i do next
2277,ham,Love you aathi..love u lot..
31,ham,Yeah he got in at 2 and was v apologetic. n had fallen out and she was actin like spoilt child and he got caught up in that. Till 2! But we won't go there! Not doing too badly cheers. You?
621,ham,Dear we got  &lt;#&gt;  dollars hi hi
615,ham,I called and said all to him:)then he have to choose this future.
4607,ham,"Oh... Haha... Den we shld had went today too... Gee, nvm la... Kaiez, i dun mind goin jazz oso... Scared hiphop open cant catch up..."
1647,ham,Thts wat Wright Brother did to fly..
3545,ham,Lol ok ill try to send. Be warned Sprint is dead slow. You'll prolly get it tomorrow
4330,ham,1Apple/Day=No Doctor. 1Tulsi Leaf/Day=No Cancer. 1Lemon/Day=No Fat. 1Cup Milk/day=No Bone Problms 3 Litres Watr/Day=No Diseases Snd ths 2 Whom U Care..:-)
1428,ham,THING R GOOD THANX GOT EXAMS IN MARCH IVE DONE NO REVISION? IS FRAN STILL WITH BOYF? IVE GOTTA INTERVIW 4 EXETER BIT WORRIED!x
5568,spam,"REMINDER FROM O2: To get 2.50 pounds free call credit and details of great offers pls reply 2 this text with your valid name, house no and postcode"
1739,ham,K go and sleep well. Take rest:-).
3669,ham,Thanks for loving me so. You rock
2703,ham,"Omw back to tampa from west palm, you hear what happened?"
1210,ham,His bday real is in april .
3064,spam,"Hi babe its Jordan, how r u? Im home from abroad and lonely, text me back if u wanna chat xxSP visionsms.com Text stop to stopCost 150p 08712400603"
3722,ham,Blank is Blank. But wat is blank? Lol
2006,ham,Can't take any major roles in community outreach. You rock mel
1038,ham,"naughty little thought: 'its better to flirt, flirt n flirt, rather than loving someone n gettin hurt, hurt n hurt...:-) Gud nyt"
4231,ham,And several to you sir.
5249,ham,Gud ni8 dear..slp well..take care..swt dreams..Muah..
4873,ham,Hi dis is yijue i would be happy to work wif ü all for gek1510...
1399,ham,No did you check? I got his detailed message now
2744,ham,But my family not responding for anything. Now am in room not went to home for diwali but no one called me and why not coming. It makes me feel like died.
2792,ham,"… we r stayin here an extra week, back next wed. How did we do in the rugby this weekend? Hi to and and , c u soon """
402,ham,Dear how is chechi. Did you talk to her
3824,ham,"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody."
4660,ham,I cant pick the phone right now. Pls send a message
316,ham,K.k:)advance happy pongal.
2454,ham,How much she payed. Suganya.
4274,ham,"Kind of. Just missed train cos of asthma attack, nxt one in half hr so driving in. not sure where to park."
3014,spam,FREE UNLIMITED HARDCORE PORN direct 2 your mobile Txt PORN to 69200 & get FREE access for 24 hrs then chrgd@50p per day txt Stop 2exit. This msg is free
